objectid,x,y,date,city,country,venue,recorded,available,tour,regdates,the_geom,cartodb_id,created_at,updated_at,year
482,-117.752297,34.055298,1988-05-22 00:00:00+00,Pomona,USA,Elks Lodge,true,false,1988 Spring USA Tour,0,0101000020E610000040F850A225705DC061C43E0114074140,482,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
483,-117.752297,34.055298,1999-03-07 00:00:00+00,Pomona,USA,Glasshouse,true,true,1999 West Coast USA Tour,0,0101000020E610000040F850A225705DC061C43E0114074140,483,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
484,-118.499526,34.199146,1990-05-16 00:00:00+00,Reseda,USA,Country Club,true,true,1990 Spring/Summer USA Tour,0,0101000020E61000001C60E63BF89F5DC08A90BA9D7D194140,484,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
485,-118.501906,34.194387,1990-05-17 00:00:00+00,Reseda,USA,Country Club,true,true,1990 Spring/Summer USA Tour,0,0101000020E6100000A3EA573A1FA05DC03FE257ACE1184140,485,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
486,-121.494397,38.581598,1991-09-03 00:00:00+00,Sacramento,USA,One Edge Up,true,false,1991 Summer/Fall USA/Canada Tour,0,0101000020E6100000658F5033A45F5EC0A2B5A2CD714A4340,486,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
487,-121.494397,38.581598,1995-11-04 00:00:00+00,Sacramento,USA,Grind,true,false,1995 Fall USA/Canada Tour,0,0101000020E6100000658F5033A45F5EC0A2B5A2CD714A4340,487,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
488,-121.494397,38.581598,1993-05-02 00:00:00+00,Sacramento,USA,Crest Theater,true,true,1993 Spring USA Tour,0,0101000020E6100000658F5033A45F5EC0A2B5A2CD714A4340,488,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1993
489,-121.494397,38.581598,1999-02-24 00:00:00+00,Sacramento,USA,Crest Theater,true,false,1999 West Coast USA Tour,0,0101000020E6100000658F5033A45F5EC0A2B5A2CD714A4340,489,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
490,-117.1573,32.715299,1995-11-10 00:00:00+00,San Diego,USA,Soma,true,false,1995 Fall USA/Canada Tour,0,0101000020E61000004BEA0434114A5DC046EEE9EA8E5B4040,490,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
491,-117.1573,32.715299,1993-04-26 00:00:00+00,San Diego,USA,SOMA,true,false,1993 Spring USA Tour,0,0101000020E61000004BEA0434114A5DC046EEE9EA8E5B4040,491,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1993
493,-122.419399,37.774898,1995-11-05 00:00:00+00,San Francisco,USA,Trocadero Transfer,true,true,1995 Fall USA/Canada Tour,0,0101000020E6100000683EE76ED79A5EC02FDE8FDB2FE34240,493,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
494,-122.419399,37.774898,1995-11-06 00:00:00+00,San Francisco,USA,Trocadero Transfer,true,true,1995 Fall USA/Canada Tour,0,0101000020E6100000683EE76ED79A5EC02FDE8FDB2FE34240,494,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
495,-122.419399,37.774898,1999-02-22 00:00:00+00,San Francisco,USA,Maritime,true,false,1999 West Coast USA Tour,0,0101000020E6100000683EE76ED79A5EC02FDE8FDB2FE34240,495,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
496,-122.419399,37.774898,1993-05-01 00:00:00+00,San Francisco,USA,Fort Mason Pier C,true,false,1993 Spring USA Tour,0,0101000020E6100000683EE76ED79A5EC02FDE8FDB2FE34240,496,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1993
497,-122.419399,37.774898,1989-05-21 00:00:00+00,San Francisco,USA,Women's Building,false,false,1989 Spring USA Tour,0,0101000020E6100000683EE76ED79A5EC02FDE8FDB2FE34240,497,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
498,-122.419399,37.774898,2000-06-04 00:00:00+00,San Francisco,USA,Delores Park,false,false,2000 Summer/Fall Regional Dates,1,0101000020E6100000683EE76ED79A5EC02FDE8FDB2FE34240,498,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2000
499,-122.419399,37.774898,1990-05-19 00:00:00+00,San Francisco,USA,Russian Theater,true,false,1990 Spring/Summer USA Tour,0,0101000020E6100000683EE76ED79A5EC02FDE8FDB2FE34240,499,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
500,-119.698197,34.420799,1993-04-27 00:00:00+00,Santa Barbara,USA,Anaconda,true,true,1993 Spring USA Tour,0,0101000020E6100000944A7842AFEC5DC04298DBBDDC354140,500,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1993
501,-119.293198,34.278297,1999-02-19 00:00:00+00,Ventura,USA,Ventura Theater,true,true,1999 West Coast USA Tour,0,0101000020E61000002B508BC1C3D25DC097C9703C9F234140,501,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
502,-117.291197,34.536098,1999-03-06 00:00:00+00,Victorville,USA,Fly Theater,true,false,1999 West Coast USA Tour,0,0101000020E61000005FECBDF8A2525DC0BBB9F8DB9E444140,502,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
503,-121.7569,36.910197,1993-04-28 00:00:00+00,Watsonville,USA,Veteran's Memorial Hall,true,true,1993 Spring USA Tour,0,0101000020E6100000EA95B20C71705EC06AF5D55581744240,503,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1993
504,-121.7569,36.910197,1999-02-20 00:00:00+00,Watsonville,USA,"Veteran&#x27;s Memorial Hall",true,false,1999 West Coast USA Tour,0,0101000020E6100000EA95B20C71705EC06AF5D55581744240,504,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
505,-104.821397,38.8339,2001-04-07 00:00:00+00,Colorado Springs,USA,Colorado Music Hall,true,false,2001 Spring Western USA Tour,0,0101000020E61000001502B9C491345AC03411363CBD6A4340,505,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2001
506,-104.9847,39.739198,2001-04-05 00:00:00+00,Denver,USA,Ogden Theater,true,false,2001 Spring Western USA Tour,0,0101000020E6100000C2172653053F5AC062A2410A9EDE4340,506,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2001
507,-104.9847,39.739198,1991-09-13 00:00:00+00,Denver,USA,Gothic Theater,true,true,1991 Summer/Fall USA/Canada Tour,0,0101000020E6100000C2172653053F5AC062A2410A9EDE4340,507,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
508,-104.9847,39.739198,1990-06-08 00:00:00+00,Denver,USA,Atzlan Theater,true,false,1990 Spring/Summer USA Tour,0,0101000020E6100000C2172653053F5AC062A2410A9EDE4340,508,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
509,-104.9847,39.739198,1993-05-18 00:00:00+00,Denver,USA,Mammoth Events Center,true,false,1993 Spring USA Tour,0,0101000020E6100000C2172653053F5AC062A2410A9EDE4340,509,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1993
510,-104.9847,39.739198,1995-10-22 00:00:00+00,Denver,USA,Mammoth Events Center,true,true,1995 Fall USA/Canada Tour,0,0101000020E6100000C2172653053F5AC062A2410A9EDE4340,510,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
511,-104.9847,39.739198,2001-04-06 00:00:00+00,Denver,USA,Ogden Theater,true,false,2001 Spring Western USA Tour,0,0101000020E6100000C2172653053F5AC062A2410A9EDE4340,511,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2001
512,-72.685097,41.763695,1995-04-07 00:00:00+00,Hartford,USA,West Indian Social Club,true,false,1995 USA East Coast Tour,0,0101000020E61000009D6516A1D82B52C0328FFCC1C0E14440,512,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
513,-72.928201,41.308201,1992-04-13 00:00:00+00,New Haven,USA,Rockbar,true,false,1992 Spring East Coast Tour,0,0101000020E610000054C72AA5673B52C018CC5F2173A74440,513,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
514,-73.407898,41.117597,1989-04-07 00:00:00+00,Norwalk,USA,Anthrax,false,false,1989 Spring USA Tour,0,0101000020E6100000A58636001B5A52C0CA8D226B0D8F4440,514,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
515,-73.407898,41.117597,1987-12-05 00:00:00+00,Norwalk,USA,Anthrax,true,false,1987 Fall/Winter Regional Dates,1,0101000020E6100000A58636001B5A52C0CA8D226B0D8F4440,515,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1987
516,-73.407898,41.117597,1989-10-07 00:00:00+00,Norwalk,USA,Anthrax,false,false,1989 Canada/NE Tour,0,0101000020E6100000A58636001B5A52C0CA8D226B0D8F4440,516,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
517,-72.249501,41.808396,1991-03-07 00:00:00+00,Storrs,USA,University of Connecticut,true,false,1991 Winter/Spring East Coast USA Tour,0,0101000020E61000006FD40AD3F70F52C0CE1B278579E74440,517,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
518,-72.249501,41.808396,1993-09-18 00:00:00+00,Storrs,USA,University of Connecticut Fieldhouse,true,false,1993 Fall USA/Canda Tour,0,0101000020E61000006FD40AD3F70F52C0CE1B278579E74440,518,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1993
519,-72.650699,41.5623,1988-04-15 00:00:00+00,Wesleyan,USA,Wesleyan University Eclectic House,false,false,1988 Spring USA Tour,0,0101000020E61000008E226B0DA52952C039454772F9C74440,519,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
520,-72.650699,41.5623,1989-04-08 00:00:00+00,Wesleyan,USA,Wesleyan University Eclectic House,true,false,1989 Spring USA Tour,0,0101000020E61000008E226B0DA52952C039454772F9C74440,520,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
521,-72.650699,41.5623,1987-12-04 00:00:00+00,Wesleyan,USA,Wesleyan University Eclectic House,false,false,1987 Fall/Winter Regional Dates,1,0101000020E61000008E226B0DA52952C039454772F9C74440,521,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1987
522,-77.036397,38.895097,1993-03-21 00:00:00+00,Washington,USA,Freedom Plaza,true,true,1993 Winter/Spring Regional Dates,1,0101000020E61000000A2B1554544253C0B5DFDA8992724340,522,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1993
523,-77.036397,38.895097,1987-09-03 00:00:00+00,Washington,USA,Wilson Center,true,true,1987 Fall/Winter Regional Dates,1,0101000020E61000000A2B1554544253C0B5DFDA8992724340,523,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1987
524,-77.036397,38.895097,1993-08-07 00:00:00+00,Washington,USA,Sylvan Theater,true,true,1993 Fall/Winter Regional Dates,1,0101000020E61000000A2B1554544253C0B5DFDA8992724340,524,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1993
525,-77.036397,38.895097,1993-08-09 00:00:00+00,Washington,USA,Fort Reno,true,true,1993 Fall/Winter Regional Dates,1,0101000020E61000000A2B1554544253C0B5DFDA8992724340,525,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1993
526,-77.036397,38.895097,1994-06-03 00:00:00+00,Washington,USA,Pirate House / Brendan's Going Away Party,false,false,1994 Summer Regional Dates,1,0101000020E61000000A2B1554544253C0B5DFDA8992724340,526,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1994
527,-77.036397,38.895097,1994-08-04 00:00:00+00,Washington,USA,Fort Reno,true,true,1994 Summer Regional Dates,1,0101000020E61000000A2B1554544253C0B5DFDA8992724340,527,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1994
528,-77.036385,38.895085,1994-11-27 00:00:00+00,Washington,USA,9:30 Club,true,false,1994 Fall/Winter Regional Dates,1,0101000020E61000002844C021544253C0F111312592724340,528,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1994
529,-77.036456,38.895109,1994-11-29 00:00:00+00,Washington,USA,Black Cat,true,true,1994 Fall/Winter Regional Dates,1,0101000020E61000008DEF8B4B554253C079AD84EE92724340,529,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1994
530,-77.036456,38.895109,1996-01-30 00:00:00+00,Washington,USA,Black Cat,true,true,1996 Winter/Spring Regional Dates,1,0101000020E61000008DEF8B4B554253C079AD84EE92724340,530,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1996
531,-77.036409,38.895085,1996-01-31 00:00:00+00,Washington,USA,9:30 Club,true,true,1996 Winter/Spring Regional Dates,1,0101000020E6100000ED116A86544253C0F111312592724340,531,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1996
532,-77.036433,38.895133,1996-04-19 00:00:00+00,Washington,USA,First Baptist Church,true,true,1996 Spring/Summer Regional Dates,1,0101000020E6100000B1DF13EB544253C00249D8B793724340,532,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1996
533,-77.036409,38.895085,1996-08-15 00:00:00+00,Washington,USA,Fort Reno,false,false,1996 Spring/Summer Regional Dates,1,0101000020E6100000ED116A86544253C0F111312592724340,533,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1996
534,-77.036409,38.895061,1996-09-29 00:00:00+00,Washington,USA,Malcolm X Park,true,false,1996 Spring/Summer Regional Dates,1,0101000020E6100000ED116A86544253C06876DD5B91724340,534,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1996
535,-77.036385,38.895085,1997-08-29 00:00:00+00,Washington,USA,Fort Reno,true,false,1997 Summer/Fall Regional Dates,1,0101000020E61000002844C021544253C0F111312592724340,535,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1997
536,-77.036409,38.895061,1997-09-03 00:00:00+00,Washington,USA,Wilson Center,true,true,1997 Summer/Fall Regional Dates,1,0101000020E6100000ED116A86544253C06876DD5B91724340,536,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1997
537,-77.036456,38.895133,1998-07-30 00:00:00+00,Washington,USA,Fort Reno,true,false,1998 Summer/Fall Regional Dates,1,0101000020E61000008DEF8B4B554253C00249D8B793724340,537,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1998
538,-77.036409,38.895085,1998-07-31 00:00:00+00,Washington,USA,Sanctuary Theater,true,true,1998 Summer/Fall Regional Dates,1,0101000020E6100000ED116A86544253C0F111312592724340,538,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1998
539,-77.033744,38.89518,1998-12-03 00:00:00+00,Washington,USA,Sanctuary Theater,true,false,1998 Fall/Winter Regional Dates,1,0101000020E6100000EB1B98DC284253C043041C4295724340,539,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1998
540,-77.036504,38.895109,1999-08-26 00:00:00+00,Washington,USA,Fort Reno,false,false,1999 Summer/Fall Regional Dates,1,0101000020E6100000158BDF14564253C079AD84EE92724340,540,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
541,-77.036455,38.895107,1999-12-05 00:00:00+00,Washington,USA,9:30 Club,true,false,1999 Fall/Winter Southern USA Tour,0,0101000020E6100000A5315A47554253C0D9B5BDDD92724340,541,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
542,-77.036441,38.895121,2000-06-27 00:00:00+00,Washington,USA,Smithsonian Folklife Festival / National Mall,true,false,2000 Summer/Fall Regional Dates,1,0101000020E6100000F2CEA10C554253C03E7B2E5393724340,542,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2000
543,-77.036434,38.895099,2000-08-07 00:00:00+00,Washington,USA,Fort Reno,false,false,2000 Summer/Fall Regional Dates,1,0101000020E6100000999D45EF544253C056D7A19A92724340,543,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2000
544,-77.036441,38.895107,1987-09-26 00:00:00+00,Washington,USA,St. Stephen's Church Cafeteria,true,true,1987 Fall/Winter Regional Dates,1,0101000020E6100000F2CEA10C554253C0D9B5BDDD92724340,544,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1987
545,-77.03643,38.895117,1987-10-16 00:00:00+00,Washington,USA,dc space,true,true,1987 Fall/Winter Regional Dates,1,0101000020E6100000F8A57EDE544253C0FC8BA03193724340,545,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1987
546,-77.036455,38.895107,1987-12-03 00:00:00+00,Washington,USA,Wilson Center,true,false,1987 Fall/Winter Regional Dates,1,0101000020E6100000A5315A47554253C0D9B5BDDD92724340,546,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1987
547,-77.036441,38.895114,1987-12-28 00:00:00+00,Washington,USA,dc space,true,true,1987 Fall/Winter Regional Dates,1,0101000020E6100000F2CEA10C554253C08B18761893724340,547,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1987
548,-77.036434,38.895096,1988-03-03 00:00:00+00,Washington,USA,Wilson Center,true,true,1988 Winter/Spring Regional Dates,1,0101000020E6100000999D45EF544253C0E563778192724340,548,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
549,-77.036427,38.895096,1988-03-30 00:00:00+00,Washington,USA,dc space,true,true,1988 Winter/Spring Regional Dates,1,0101000020E6100000406CE9D1544253C0E563778192724340,549,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
550,-77.036427,38.895103,1988-05-01 00:00:00+00,Washington,USA,Lafayette Park,false,false,1988 Spring USA Tour,0,0101000020E6100000406CE9D1544253C097C62FBC92724340,550,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
551,-77.03643,38.89511,1988-06-15 00:00:00+00,Washington,USA,9:30 Club,true,false,1988 Summer/Fall Regional Dates,1,0101000020E6100000F8A57EDE544253C04A29E8F692724340,551,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
552,-77.036437,38.895114,1988-07-18 00:00:00+00,Washington,USA,Fort Reno,true,false,1988 Summer/Fall Regional Dates,1,0101000020E610000052D7DAFB544253C08B18761893724340,552,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
553,-77.036437,38.895107,1988-07-28 00:00:00+00,Washington,USA,Wilson Center,false,false,1988 Summer/Fall Regional Dates,1,0101000020E610000052D7DAFB544253C0D9B5BDDD92724340,553,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
554,-77.036437,38.895103,1988-08-01 00:00:00+00,Washington,USA,dc space,false,false,1988 Summer/Fall Regional Dates,1,0101000020E610000052D7DAFB544253C097C62FBC92724340,554,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
555,-77.036437,38.895099,1988-09-11 00:00:00+00,Washington,USA,Dupont Circle,false,false,1988 Summer/Fall Regional Dates,1,0101000020E610000052D7DAFB544253C056D7A19A92724340,555,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
556,-77.036434,38.89511,1988-10-06 00:00:00+00,Washington,USA,9:30 Club,true,true,1988 Summer/Fall Regional Dates,1,0101000020E6100000999D45EF544253C04A29E8F692724340,556,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
557,-77.036452,38.895103,1989-01-26 00:00:00+00,Washington,USA,9:30 Club,false,false,1989 Winter/Spring Regional Dates,1,0101000020E6100000ECF7C43A554253C097C62FBC92724340,557,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
558,-77.036452,38.89511,2001-04-25 00:00:00+00,Washington,USA,9:30 Club,true,false,2001 Spring/Summer Regional Dates,1,0101000020E6100000ECF7C43A554253C04A29E8F692724340,558,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2001
559,-77.036423,38.895114,2001-04-27 00:00:00+00,Washington,USA,Sacred Heart Church Hall,true,false,2001 Spring/Summer Regional Dates,1,0101000020E61000009F7422C1544253C08B18761893724340,559,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2001
560,-77.036427,38.895099,1989-03-24 00:00:00+00,Washington,USA,Wilson Center,true,true,1989 Winter/Spring Regional Dates,1,0101000020E6100000406CE9D1544253C056D7A19A92724340,560,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
561,-77.036437,38.895103,1989-06-22 00:00:00+00,Washington,USA,Wilson Center,false,false,1989 Summer Regional Dates,1,0101000020E610000052D7DAFB544253C097C62FBC92724340,561,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
562,-77.036441,38.895103,1989-07-19 00:00:00+00,Washington,USA,9:30 Club,false,false,1989 Summer Regional Dates,1,0101000020E6100000F2CEA10C554253C097C62FBC92724340,562,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
563,-77.03643,38.89511,1989-07-20 00:00:00+00,Washington,USA,9:30 Club,false,false,1989 Summer Regional Dates,1,0101000020E6100000F8A57EDE544253C04A29E8F692724340,563,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
564,-77.036441,38.895103,1989-08-28 00:00:00+00,Washington,USA,Fort Reno,false,false,1989 Summer Regional Dates,1,0101000020E6100000F2CEA10C554253C097C62FBC92724340,564,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
565,-77.036434,38.895099,1989-09-22 00:00:00+00,Washington,USA,All Souls Church Pierce Hall,false,false,1989 Summer Regional Dates,1,0101000020E6100000999D45EF544253C056D7A19A92724340,565,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
566,-77.036434,38.895107,1989-10-15 00:00:00+00,Washington,USA,Dupont Circle,false,false,1989 Fall Regional Dates,1,0101000020E6100000999D45EF544253C0D9B5BDDD92724340,566,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
567,-77.036459,38.895099,1990-01-27 00:00:00+00,Washington,USA,St. Augustine's Church Hall,false,false,1990 Winter/Spring Regional Dates,1,0101000020E610000045292158554253C056D7A19A92724340,567,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
568,-77.036448,38.895103,2001-08-13 00:00:00+00,Washington,USA,Fort Reno,true,true,2001 Fall/Winter Regional Dates,1,0101000020E61000004B00FE29554253C097C62FBC92724340,568,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2001
569,-77.036441,38.895103,1990-03-08 00:00:00+00,Washington,USA,Citadel Center,true,false,1990 Spring Southern USA Tour,0,0101000020E6100000F2CEA10C554253C097C62FBC92724340,569,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
570,-77.036441,38.895099,1990-07-06 00:00:00+00,Washington,USA,St. Augustine's Church Hall,true,false,1990 Summer Regional Dates,1,0101000020E6100000F2CEA10C554253C056D7A19A92724340,570,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
571,-77.036448,38.895103,1991-01-02 00:00:00+00,Washington,USA,9:30 Club,true,false,1991 Winter/Spring Regional Dates,1,0101000020E61000004B00FE29554253C097C62FBC92724340,571,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
572,-77.036444,38.895099,1991-01-03 00:00:00+00,Washington,USA,9:30 Club,true,false,1991 Winter/Spring Regional Dates,1,0101000020E6100000AB083719554253C056D7A19A92724340,572,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
573,-77.036441,38.895124,1991-01-12 00:00:00+00,Washington,USA,Lafayette Park,true,false,1991 Winter/Spring Regional Dates,1,0101000020E6100000F2CEA10C554253C0AFEE586C93724340,573,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
574,-77.03643,38.895107,1991-02-15 00:00:00+00,Washington,USA,Sacred Heart Church Hall,true,false,1991 Winter/Spring Regional Dates,1,0101000020E6100000F8A57EDE544253C0D9B5BDDD92724340,574,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
575,-77.036427,38.895121,1991-04-12 00:00:00+00,Washington,USA,Sacred Heart Church Hall,true,false,1991 Spring Regional Dates,1,0101000020E6100000406CE9D1544253C03E7B2E5393724340,575,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
576,-77.03643,38.895096,1991-06-17 00:00:00+00,Washington,USA,Sacred Heart Church Hall,true,false,1991 Summer Regional Dates,1,0101000020E6100000F8A57EDE544253C0E563778192724340,576,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
577,-77.036427,38.895096,1991-07-28 00:00:00+00,Washington,USA,dc space,true,false,1991 Summer Regional Dates,1,0101000020E6100000406CE9D1544253C0E563778192724340,577,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
578,-77.036444,38.895103,1991-07-29 00:00:00+00,Washington,USA,Fort Reno,true,false,1991 Summer Regional Dates,1,0101000020E6100000AB083719554253C097C62FBC92724340,578,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
579,-77.036441,38.895117,1991-12-08 00:00:00+00,Washington,USA,dc space,true,false,1991 Fall/Winter Regional Dates,1,0101000020E6100000F2CEA10C554253C0FC8BA03193724340,579,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1991
580,-77.036427,38.89511,1992-03-06 00:00:00+00,Washington,USA,St. Stephen's Church Hall,true,true,1992 Winter/Spring Regional Dates,1,0101000020E6100000406CE9D1544253C04A29E8F692724340,580,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
581,-77.036444,38.89511,1992-04-03 00:00:00+00,Washington,USA,Sanctuary Theater,true,false,1992 Winter/Spring Regional Dates,1,0101000020E6100000AB083719554253C04A29E8F692724340,581,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
582,-77.03643,38.895096,1992-04-04 00:00:00+00,Washington,USA,Sanctuary Theater,true,false,1992 Winter/Spring Regional Dates,1,0101000020E6100000F8A57EDE544253C0E563778192724340,582,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
583,-77.036366,38.895089,1992-10-23 00:00:00+00,Washington,USA,Sanctuary Theater,false,false,1992 Summer/Fall Regional Dates,1,0101000020E6100000ED2B0FD2534253C03201BF4692724340,583,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
584,-77.036441,38.89511,1988-12-29 00:00:00+00,Washington,USA,Wilson Center,true,true,1988 Fall/Winter Regional Dates,1,0101000020E6100000F2CEA10C554253C04A29E8F692724340,584,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
585,-77.03643,38.89511,1992-07-25 00:00:00+00,Washington,USA,US Capitol Plaza Supreme Court,true,true,1992 Summer/Fall Regional Dates,1,0101000020E6100000F8A57EDE544253C04A29E8F692724340,585,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
