objectid,x,y,date,city,country,venue,recorded,available,tour,regdates,the_geom,cartodb_id,created_at,updated_at,year
210,1.443698,43.604297,1995-06-06 00:00:00+00,Toulouse,France,Le Bikini,true,false,1995 Spring/Summer European Tour,0,0101000020E61000004ACFF4126319F73F1409A69A59CD4540,210,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
211,1.443698,43.604297,1992-05-30 00:00:00+00,Toulouse,France,Le Bikini,true,false,1992 Spring European Tour,0,0101000020E61000004ACFF4126319F73F1409A69A59CD4540,211,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
212,10.883299,48.366695,1988-11-05 00:00:00+00,Augsburg,Germany,Bootleg,false,false,1988 Fall European Tour,0,0101000020E6100000D32D3BC43FC42540A94D9CDCEF2E4840,212,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
213,13.410497,52.524397,1989-12-03 00:00:00+00,Berlin,Germany,Menza,false,false,1989 Fall European Tour,0,0101000020E61000005436ACA92CD22A406D8FDE701F434A40,213,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
214,13.410497,52.524397,1995-07-02 00:00:00+00,Berlin,Germany,TU Mensa,true,false,1995 Spring/Summer European Tour,0,0101000020E61000005436ACA92CD22A406D8FDE701F434A40,214,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
215,13.410497,52.524397,1992-06-28 00:00:00+00,Berlin,Germany,Tempodrome,true,true,1992 Spring European Tour,0,0101000020E61000005436ACA92CD22A406D8FDE701F434A40,215,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
216,13.410497,52.524397,1988-10-28 00:00:00+00,Berlin,Germany,Ex,false,false,1988 Fall European Tour,0,0101000020E61000005436ACA92CD22A406D8FDE701F434A40,216,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
217,13.410497,52.524397,1990-10-07 00:00:00+00,Berlin,Germany,Neue Welt,true,false,1990 Fall European Tour,0,0101000020E61000005436ACA92CD22A406D8FDE701F434A40,217,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
218,13.410497,52.524397,1999-09-20 00:00:00+00,Berlin,Germany,SO 36,true,false,1999 Fall European Tour,0,0101000020E61000005436ACA92CD22A406D8FDE701F434A40,218,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
219,8.533297,52.033295,1995-07-08 00:00:00+00,Bielefeld,Germany,JZ Kamp,true,false,1995 Spring/Summer European Tour,0,0101000020E61000001D1CEC4D0C112140670FB40243044A40,219,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
220,8.533297,52.033295,1989-12-06 00:00:00+00,Bielefeld,Germany,AJZ,false,false,1989 Fall European Tour,0,0101000020E61000001D1CEC4D0C112140670FB40243044A40,220,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
221,8.533297,52.033295,1990-10-08 00:00:00+00,Bielefeld,Germany,PC 69,true,true,1990 Fall European Tour,0,0101000020E61000001D1CEC4D0C112140670FB40243044A40,221,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
222,8.533297,52.033295,1988-10-31 00:00:00+00,Bielefeld,Germany,AJZ,true,true,1988 Fall European Tour,0,0101000020E61000001D1CEC4D0C112140670FB40243044A40,222,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
223,8.807796,53.075196,1995-07-09 00:00:00+00,Bremen,Germany,Schlachthof,true,false,1995 Spring/Summer European Tour,0,0101000020E6100000E2ADF36F979D21401F65C405A0894A40,223,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
224,8.807796,53.075196,1992-07-03 00:00:00+00,Bremen,Germany,Schlachthof,true,false,1992 Spring European Tour,0,0101000020E6100000E2ADF36F979D21401F65C405A0894A40,224,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
225,8.807796,53.075196,1990-09-25 00:00:00+00,Bremen,Germany,Schlachthof,true,true,1990 Fall European Tour,0,0101000020E6100000E2ADF36F979D21401F65C405A0894A40,225,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
226,7.465996,51.514896,1992-06-30 00:00:00+00,Dortmund,Germany,Music Circus,true,false,1992 Spring European Tour,0,0101000020E61000006B44300E2EDD1D40AD6BB41CE8C14940,226,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
227,7.465996,51.514896,1995-07-03 00:00:00+00,Dortmund,Germany,Soundgarden,true,false,1995 Spring/Summer European Tour,0,0101000020E61000006B44300E2EDD1D40AD6BB41CE8C14940,227,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
228,6.776196,51.221697,1988-11-01 00:00:00+00,Dusseldorf,Germany,AK47,false,false,1988 Fall European Tour,0,0101000020E6100000E124CD1FD31A1B40874F3A91609C4940,228,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
229,8.684197,50.115497,1992-06-19 00:00:00+00,Frankfurt,Germany,Hugenotten Halle,true,false,1992 Spring European Tour,0,0101000020E6100000E90AB6114F5E21409FE40E9BC80E4940,229,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
230,10.0153,53.575298,1992-07-02 00:00:00+00,Hamburg,Germany,Fabrik,true,true,1992 Spring European Tour,0,0101000020E6100000F241CF66D507244023BA675DA3C94A40,230,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
231,10.0153,53.575298,1995-07-04 00:00:00+00,Hamburg,Germany,Fabrik,true,true,1995 Spring/Summer European Tour,0,0101000020E6100000F241CF66D507244023BA675DA3C94A40,231,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
232,10.0153,53.575298,1988-10-27 00:00:00+00,Hamburg,Germany,Hafenstrasse,false,false,1988 Fall European Tour,0,0101000020E6100000F241CF66D507244023BA675DA3C94A40,232,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
233,10.0153,53.575298,1999-09-18 00:00:00+00,Hamburg,Germany,Fabrik,true,true,1999 Fall European Tour,0,0101000020E6100000F241CF66D507244023BA675DA3C94A40,233,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
234,10.0153,53.575298,1990-09-26 00:00:00+00,Hamburg,Germany,Fabrik,true,false,1990 Fall European Tour,0,0101000020E6100000F241CF66D507244023BA675DA3C94A40,234,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
235,10.0153,53.575298,1989-12-02 00:00:00+00,Hamburg,Germany,Markthalle,false,false,1989 Fall European Tour,0,0101000020E6100000F241CF66D507244023BA675DA3C94A40,235,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
236,9.733197,52.370496,1988-10-29 00:00:00+00,Hannover,Germany,Korn,false,false,1988 Fall European Tour,0,0101000020E6100000F60CE1986577234040A6B5696C2F4A40,236,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
237,9.733197,52.370496,1992-06-25 00:00:00+00,Hannover,Germany,Glocksee,true,false,1992 Spring European Tour,0,0101000020E6100000F60CE1986577234040A6B5696C2F4A40,237,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
238,9.733197,52.370496,1990-10-09 00:00:00+00,Hannover,Germany,Glocksee,true,false,1990 Fall European Tour,0,0101000020E6100000F60CE1986577234040A6B5696C2F4A40,238,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
239,8.690798,49.407696,1989-12-04 00:00:00+00,Heidelberg,Germany,Mensa,true,false,1989 Fall European Tour,0,0101000020E6100000CF488446B0612140E25AED612FB44840,239,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
240,7.338699,49.3264,1988-11-03 00:00:00+00,Homburg,Germany,Juz Homburg,false,false,1988 Fall European Tour,0,0101000020E61000006AC020E9D35A1D400BB5A679C7A94840,240,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
241,10.134897,54.321298,1988-10-30 00:00:00+00,Kiel,Germany,Alte Meierei,false,false,1988 Fall European Tour,0,0101000020E610000033A83638114524409622F94A20294B40,241,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
242,6.949999,50.933297,1992-07-01 00:00:00+00,Koln,Germany,Rhenania,true,false,1992 Spring European Tour,0,0101000020E61000004AEEB089CCCC1B403B3AAE4676774940,242,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
243,12.371298,51.339596,1999-09-22 00:00:00+00,Leipzig,Germany,Conne Island,true,false,1999 Fall European Tour,0,0101000020E6100000F2237EC51ABE28401CEDB8E177AB4940,243,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
244,8.614198,52.306995,1988-10-21 00:00:00+00,Lubeck,Germany,Alternative,false,false,1988 Fall European Tour,0,0101000020E610000087890629783A21408C84B69C4B274A40,244,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
245,8.279099,49.984199,1995-07-01 00:00:00+00,Mainz,Germany,Kuze,true,false,1995 Spring/Summer European Tour,0,0101000020E61000004FB16A10E68E2040C1E09A3BFAFD4840,245,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
246,8.279099,49.984199,1990-10-12 00:00:00+00,Mainz,Germany,Eltzerhof,true,false,1990 Fall European Tour,0,0101000020E61000004FB16A10E68E2040C1E09A3BFAFD4840,246,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
247,11.432215,48.261783,1999-09-25 00:00:00+00,Munich,Germany,Backstage,true,true,1999 Fall European Tour,0,0101000020E610000068AED3484BDD26400BD3F71A82214840,247,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
248,11.433405,48.260593,1990-10-14 00:00:00+00,Munich,Germany,Theaterfabrik,true,true,1990 Fall European Tour,0,0101000020E610000084D89942E7DD26408448861C5B214840,248,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
249,11.435785,48.259403,1992-06-16 00:00:00+00,Munich,Germany,Theaterfabrik,true,true,1992 Spring European Tour,0,0101000020E6100000BA2C26361FDF2640FDBD141E34214840,249,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
250,11.434595,48.260593,1989-12-05 00:00:00+00,Munich,Germany,Theaterfabrik,false,false,1989 Fall European Tour,0,0101000020E61000009F02603C83DE26408448861C5B214840,250,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
251,11.432215,48.260593,1995-06-26 00:00:00+00,Munich,Germany,Nachtwerk,true,false,1995 Spring/Summer European Tour,0,0101000020E610000068AED3484BDD26408448861C5B214840,251,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
253,9.283299,48.6833,1992-06-23 00:00:00+00,Neuhausen auf den Fildern,Germany,Egelseehalle,true,false,1992 Spring European Tour,0,0101000020E6100000A0FA07910C912240ACADD85F76574840,253,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
254,11.077497,49.454198,1999-09-24 00:00:00+00,Nuremberg,Germany,Z-Bau,true,false,1999 Fall European Tour,0,0101000020E61000008313D1AFAD2726404DF4F92823BA4840,254,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
255,11.077497,49.454198,1992-06-22 00:00:00+00,Nuremberg,Germany,Komm,true,false,1992 Spring European Tour,0,0101000020E61000008313D1AFAD2726404DF4F92823BA4840,255,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
256,6.8807,51.473099,1990-10-10 00:00:00+00,Oberhausen,Germany,Music Circus,true,false,1990 Fall European Tour,0,0101000020E61000004B598638D6851B4099620E828EBC4940,256,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
257,8.049799,52.272597,1992-06-29 00:00:00+00,Osnabruck,Germany,Hyde Park,true,false,1992 Spring European Tour,0,0101000020E61000003CBF28417F1920406DFE5F75E4224A40,257,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
258,11.663299,48.064896,1988-11-09 00:00:00+00,Ottobrunn,Germany,Juz Einsteinstr.,false,false,1988 Fall European Tour,0,0101000020E610000063F030ED9B53274013D21A834E084840,258,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
259,9.176998,48.782297,1995-06-30 00:00:00+00,Stuttgart,Germany,Hallschlag JZ,true,false,1995 Spring/Summer European Tour,0,0101000020E610000031EA5A7B9F5A22402461DF4E22644840,259,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
260,9.176998,48.782297,1990-10-13 00:00:00+00,Stuttgart,Germany,Altes Feuerwehrhaus,true,false,1990 Fall European Tour,0,0101000020E610000031EA5A7B9F5A22402461DF4E22644840,260,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
261,9.991598,48.398396,1992-06-20 00:00:00+00,Ulm,Germany,Stadthalle Langenau,true,false,1992 Spring European Tour,0,0101000020E6100000DA8EA9BBB2FB2340B96DDFA3FE324840,261,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
262,9.991598,48.398396,1990-10-16 00:00:00+00,Ulm,Germany,Roxy,true,false,1990 Fall European Tour,0,0101000020E6100000DA8EA9BBB2FB2340B96DDFA3FE324840,262,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
263,9.991598,48.398396,1995-06-27 00:00:00+00,Ulm,Germany,Roxy,true,false,1995 Spring/Summer European Tour,0,0101000020E6100000DA8EA9BBB2FB2340B96DDFA3FE324840,263,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
264,8.493597,48.062302,1992-06-24 00:00:00+00,V-Schwinnigen,Germany,Canape,true,false,1992 Spring European Tour,0,0101000020E6100000B3CEF8BEB8FC2040DA3C0E83F9074840,264,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
265,9.316398,48.832398,1988-11-02 00:00:00+00,Waiblingen,Germany,Villa Roller,false,false,1988 Fall European Tour,0,0101000020E6100000240A2DEBFEA12240BEA085048C6A4840,265,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
266,9.936097,49.787797,1990-10-11 00:00:00+00,Wurzburg,Germany,Rock Palace,true,false,1990 Fall European Tour,0,0101000020E610000076C4211B48DF234086713788D6E44840,266,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
267,114.157697,22.285497,1996-11-03 00:00:00+00,Hong Kong,Hong Kong,Kowloon Park,false,false,1996 US/Japan/Hong Kong/Australia Tour,0,0101000020E6100000596B28B5178A5C402A1BD65416493640,267,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1996
268,114.157697,22.285497,1996-11-02 00:00:00+00,Hong Kong,Hong Kong,South Island School Hall,true,true,1996 US/Japan/Hong Kong/Australia Tour,0,0101000020E6100000596B28B5178A5C402A1BD65416493640,268,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1996
269,19.039896,47.498001,1992-06-11 00:00:00+00,Budapest,Hungary,Black Hole/Fekete Lyuk,true,true,1992 Spring European Tour,0,0101000020E6100000C03DCF9F360A33400A302C7FBEBF4740,269,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
270,-21.895397,64.135497,1999-04-27 00:00:00+00,Reykjavik,Iceland,National Radio Building,true,true,1999 Spring UK/Ireland Tour,0,0101000020E6100000BFEFDFBC38E535C031ED9BFBAB085040,270,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
271,-5.933297,54.583298,1992-05-12 00:00:00+00,Belfast,England,Queen's University Mandela Hall,true,false,1992 Spring European Tour,0,0101000020E6100000D4D17135B2BB17C03EE94482A94A4B40,271,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
272,-5.933297,54.583298,1989-11-24 00:00:00+00,Belfast,England,Arts Centre,false,false,1989 Fall European Tour,0,0101000020E6100000D4D17135B2BB17C03EE94482A94A4B40,272,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
273,-5.933297,54.583298,1990-09-16 00:00:00+00,Belfast,England,Belfast Art College,true,false,1990 Fall European Tour,0,0101000020E6100000D4D17135B2BB17C03EE94482A94A4B40,273,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
274,-5.933297,54.583298,1995-05-09 00:00:00+00,Belfast,England,Queen's Hall,true,false,1995 Spring/Summer European Tour,0,0101000020E6100000D4D17135B2BB17C03EE94482A94A4B40,274,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
275,-8.470597,51.897995,1999-05-08 00:00:00+00,Cork,Ireland,Nancy Spains,true,false,1999 Spring UK/Ireland Tour,0,0101000020E610000001310917F2F020C05B7C0A80F1F24940,275,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
276,-9.0503,51.5867,2002-10-27 00:00:00+00,Derry,Ireland,Nerve Centre,true,false,2002 Fall UK/Ireland Tour,0,0101000020E610000044FAEDEBC01922C0174850FC18CB4940,276,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2002
277,-6.248899,53.333096,1990-09-17 00:00:00+00,Dublin,Ireland,McGonagles,true,false,1990 Fall European Tour,0,0101000020E610000046072461DFFE18C0D636C5E3A2AA4A40,277,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
278,-6.248899,53.333096,2002-10-25 00:00:00+00,Dublin,Ireland,Red Box,false,false,2002 Fall UK/Ireland Tour,0,0101000020E610000046072461DFFE18C0D636C5E3A2AA4A40,278,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2002
279,-6.248899,53.333096,1988-11-29 00:00:00+00,Dublin,Ireland,McGonagles,false,false,1988 Fall European Tour,0,0101000020E610000046072461DFFE18C0D636C5E3A2AA4A40,279,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
280,-6.248899,53.333096,1995-05-10 00:00:00+00,Dublin,Ireland,Ormond Center,true,false,1995 Spring/Summer European Tour,0,0101000020E610000046072461DFFE18C0D636C5E3A2AA4A40,280,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
281,-6.248899,53.333096,1989-11-23 00:00:00+00,Dublin,Ireland,McGonagles,false,false,1989 Fall European Tour,0,0101000020E610000046072461DFFE18C0D636C5E3A2AA4A40,281,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1989
282,-6.248899,53.333096,1999-05-09 00:00:00+00,Dublin,Ireland,Temple Bar Music Center,true,false,1999 Spring UK/Ireland Tour,0,0101000020E610000046072461DFFE18C0D636C5E3A2AA4A40,282,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
283,-6.248899,53.333096,1992-05-11 00:00:00+00,Dublin,Ireland,SFX,true,false,1992 Spring European Tour,0,0101000020E610000046072461DFFE18C0D636C5E3A2AA4A40,283,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
284,-7.252199,52.654199,1999-05-07 00:00:00+00,Kilkenny,Ireland,Friary Hall,true,true,1999 Spring UK/Ireland Tour,0,0101000020E6100000EB55647440021DC0B709F7CABC534A40,284,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
285,-8.623099,52.664699,2002-10-26 00:00:00+00,Limerick,Ireland,Savoy,true,true,2002 Fall UK/Ireland Tour,0,0101000020E6100000325706D5063F21C08A5759DB14554A40,285,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,2002
286,11.338798,44.493798,1995-06-16 00:00:00+00,Bologna,Italy,Kactus Radio Festival Castel Maggiore,true,false,1995 Spring/Summer European Tour,0,0101000020E610000082E673EE76AD2640446ADAC5343F4640,286,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
287,11.338798,44.493798,1990-10-26 00:00:00+00,Bologna,Italy,Fabrikka,true,false,1990 Fall European Tour,0,0101000020E610000082E673EE76AD2640446ADAC5343F4640,287,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
288,15.0872,37.502098,1999-10-03 00:00:00+00,Catania,Italy,Porto Catania Outdoor Show,false,false,1999 Fall European Tour,0,0101000020E6100000226C787AA52C2E4089B14CBF44C04240,288,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
289,15.0872,37.502098,1995-06-18 00:00:00+00,Catania,Italy,Porto Catania Outdoor Show,true,true,1995 Spring/Summer European Tour,0,0101000020E6100000226C787AA52C2E4089B14CBF44C04240,289,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
290,11.249997,43.7667,1995-06-14 00:00:00+00,Florence,Italy,CPA,true,false,1995 Spring/Summer European Tour,0,0101000020E61000003C32569BFF7F2640EEEBC03923E24540,290,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
291,11.249997,43.7667,1999-10-01 00:00:00+00,Florence,Italy,CPA,true,false,1999 Fall European Tour,0,0101000020E61000003C32569BFF7F2640EEEBC03923E24540,291,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
292,12.896898,46.112499,1995-06-22 00:00:00+00,G.De Spilimbergo,Italy,Rototom,true,false,1995 Spring/Summer European Tour,0,0101000020E610000014B2F33636CB294096EA025E660E4740,292,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
293,9.195098,40.161799,1995-06-17 00:00:00+00,Gavoi,Italy,Covo Dei Nottambuli,true,false,1995 Spring/Summer European Tour,0,0101000020E6100000AF0793E2E363224044C362D4B5144440,293,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
294,12.326696,45.438598,1999-09-29 00:00:00+00,Marghera,Italy,Rivolta,false,false,1999 Fall European Tour,0,0101000020E6100000D177B7B244A72840A60BB1FA23B84640,294,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
295,9.189496,45.464294,1995-06-12 00:00:00+00,Milan,Italy,Cascina Monlue,true,false,1995 Spring/Summer European Tour,0,0101000020E61000001572A59E0561224051DD5CFC6DBB4640,295,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
296,9.189496,45.464294,1999-10-02 00:00:00+00,Milan,Italy,Leoncavallo,true,true,1999 Fall European Tour,0,0101000020E61000001572A59E0561224051DD5CFC6DBB4640,296,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
297,11.433405,48.260593,1990-10-25 00:00:00+00,Milan,Italy,Leoncavallo,true,false,1990 Fall European Tour,0,0101000020E610000084D89942E7DD26408448861C5B214840,297,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
298,9.189496,45.464294,1988-11-19 00:00:00+00,Milan,Italy,Leoncavallo,false,false,1988 Fall European Tour,0,0101000020E61000001572A59E0561224051DD5CFC6DBB4640,298,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
299,10.925397,44.647799,1992-06-08 00:00:00+00,Modena,Italy,Dancing Condor,true,false,1992 Spring European Tour,0,0101000020E61000000EA2B5A2CDD92540D5B0DF13EB524640,299,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
300,11.209499,46.543297,1988-11-16 00:00:00+00,Naples,Italy,Diamond Dogs,false,false,1988 Fall European Tour,0,0101000020E6100000E316F373436B2640E9818FC18A454740,300,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
301,11.881799,45.415197,1995-06-13 00:00:00+00,Padova,Italy,C.S.O Pedro,true,false,1995 Spring/Summer European Tour,0,0101000020E6100000804A95287BC32740DB32E02C25B54640,301,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
302,11.881799,45.415197,1992-06-09 00:00:00+00,Padova,Italy,C.S.O Pedro,true,false,1992 Spring European Tour,0,0101000020E6100000804A95287BC32740DB32E02C25B54640,302,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
303,10.396597,43.715497,1992-06-06 00:00:00+00,Pisa,Italy,Macchia Nera,true,false,1992 Spring European Tour,0,0101000020E6100000286211C30ECB24406CB1DB6795DB4540,303,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
304,10.396597,43.715497,1988-11-18 00:00:00+00,Pisa,Italy,Social Center,false,false,1988 Fall European Tour,0,0101000020E6100000286211C30ECB24406CB1DB6795DB4540,304,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
305,10.396597,43.715497,1990-10-28 00:00:00+00,Pisa,Italy,Macchia Nera,true,false,1990 Fall European Tour,0,0101000020E6100000286211C30ECB24406CB1DB6795DB4540,305,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
306,12.483896,41.894697,1992-06-07 00:00:00+00,Rome,Italy,Forte Prenestino,true,false,1992 Spring European Tour,0,0101000020E610000097546D37C1F72840276A696E85F24440,306,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
307,12.483896,41.894697,1990-10-27 00:00:00+00,Rome,Italy,Forte Prenestino,true,false,1990 Fall European Tour,0,0101000020E610000097546D37C1F72840276A696E85F24440,307,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
308,12.483896,41.894697,1988-11-17 00:00:00+00,Rome,Italy,Forte Prenestino,false,false,1988 Fall European Tour,0,0101000020E610000097546D37C1F72840276A696E85F24440,308,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
309,12.483896,41.894697,1995-06-20 00:00:00+00,Rome,Italy,Forte Prenestino,true,true,1995 Spring/Summer European Tour,0,0101000020E610000097546D37C1F72840276A696E85F24440,309,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
310,12.483896,41.894697,1999-09-30 00:00:00+00,Rome,Italy,Forte Prenestino,true,false,1999 Fall European Tour,0,0101000020E610000097546D37C1F72840276A696E85F24440,310,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1999
311,12.594996,42.355897,1992-06-05 00:00:00+00,Torino,Italy,Murazzi,true,false,1992 Spring European Tour,0,0101000020E61000006B80D250A33029404CDF6B088E2D4540,311,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1992
312,12.594996,42.355897,1988-11-20 00:00:00+00,Torino,Italy,El Paso,false,false,1988 Fall European Tour,0,0101000020E61000006B80D250A33029404CDF6B088E2D4540,312,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1988
313,12.594996,42.355897,1990-10-29 00:00:00+00,Torino,Italy,Hiroshima,true,false,1990 Fall European Tour,0,0101000020E61000006B80D250A33029404CDF6B088E2D4540,313,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
314,12.594996,42.355897,1995-06-15 00:00:00+00,Torino,Italy,Parco Ex Ospedale Psichiatrico,true,false,1995 Spring/Summer European Tour,0,0101000020E61000006B80D250A33029404CDF6B088E2D4540,314,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1995
315,13.242197,46.0619,1990-10-24 00:00:00+00,Udine,Italy,Ala Rock,true,false,1990 Fall European Tour,0,0101000020E6100000EE60C43E017C2A40ABCFD556EC074740,315,2014-04-10 00:32:08.454146+00,2014-05-04 19:14:38.865666+00,1990
