x,y,date,city,country,venue,tour,year
-97.478097,35.652797,1991-05-30 00:00:00+00,Edmond,USA,Edmond Historical Society Preservation Hall,1991 Spring USA Tour,1991
-97.439499,35.222596,1993-04-17 00:00:00+00,Norman,USA,Hollywood Theater,1993 Spring USA Tour,1993
-97.516399,35.467598,1995-11-20 00:00:00+00,Oklahoma City,USA,Diamond Ballroom,1995 Fall USA/Canada Tour,1995
-97.516399,35.467598,1998-11-19 00:00:00+00,Oklahoma City,USA,Will Rogers Hall,1998 Fall Mid-West USA Tour,1998
-123.086798,44.052097,1990-05-26 00:00:00+00,Eugene,USA,W.O.W. Hall,1990 Spring/Summer USA Tour,1990
-123.086798,44.052097,1993-05-04 00:00:00+00,Eugene,USA,W.O.W. Hall,1993 Spring USA Tour,1993
-122.676197,45.523497,1991-08-27 00:00:00+00,Portland,USA,Melody Ballroom,1991 Summer/Fall USA/Canada Tour,1991
-122.676197,45.523497,1999-02-26 00:00:00+00,Portland,USA,Crystal Ballroom,1999 West Coast USA Tour,1999
-122.676197,45.523497,1993-05-05 00:00:00+00,Portland,USA,Melody Ballroom,1993 Spring USA Tour,1993
-122.676197,45.523497,1990-05-31 00:00:00+00,Portland,USA,Pine Street Theater,1990 Spring/Summer USA Tour,1990
-122.676197,45.523497,1995-11-02 00:00:00+00,Portland,USA,La Luna,1995 Fall USA/Canada Tour,1995
-123.021998,44.0462,1999-03-02 00:00:00+00,Springfield,USA,McKensie Ballroom,1999 West Coast USA Tour,1999
-77.188897,40.201499,1988-02-13 00:00:00+00,Carlisle,USA,Dickinson College,1988 Winter/Spring Regional Dates,1988
-76.3055,40.037895,1989-09-24 00:00:00+00,Lancaster,USA,Chameleon,1989 Canada/NE Tour,1989
-76.3055,40.037895,1991-03-03 00:00:00+00,Lancaster,USA,Chameleon,1991 Winter/Spring East Coast USA Tour,1991
-77.0086,40.214298,1993-08-19 00:00:00+00,Mechanicsburg,USA,Decibels,1993 Fall USA/Canda Tour,1993
-75.163799,39.952298,1995-04-01 00:00:00+00,Philadelphia,USA,Trocadero,1995 USA East Coast Tour,1995
-75.163799,39.952298,1995-04-02 00:00:00+00,Philadelphia,USA,Trocadero,1995 USA East Coast Tour,1995
-75.163799,39.952298,1988-08-07 00:00:00+00,Philadelphia,USA,YMCA,1988 Summer/Fall Regional Dates,1988
-75.163799,39.952298,1993-09-28 00:00:00+00,Philadelphia,USA,Trocadero,1993 Fall USA/Canda Tour,1993
-75.163799,39.952298,1992-04-06 00:00:00+00,Philadelphia,USA,Trocadero,1992 Spring East Coast Tour,1992
-75.163799,39.952298,1991-03-02 00:00:00+00,Philadelphia,USA,Drexel University,1991 Winter/Spring East Coast USA Tour,1991
-75.163799,39.952298,1999-12-04 00:00:00+00,Philadelphia,USA,Electric Factory,1999 Fall/Winter Southern USA Tour,1999
-75.163799,39.952298,1989-09-23 00:00:00+00,Philadelphia,USA,Drexel University,1989 Canada/NE Tour,1989
-75.163799,39.952298,1993-09-27 00:00:00+00,Philadelphia,USA,Trocadero,1993 Fall USA/Canda Tour,1993
-75.163799,39.952298,1997-05-03 00:00:00+00,Philadelphia,USA,Electric Factory,1997 East Coast USA Tour,1997
-79.995898,40.4406,1995-09-29 00:00:00+00,Pittsburgh,USA,Metropol,1995 Fall USA/Canada Tour,1995
-79.995898,40.4406,1991-06-14 00:00:00+00,Pittsburgh,USA,Metropol,1991 Spring USA Tour,1991
-79.995898,40.4406,2001-04-21 00:00:00+00,Pittsburgh,USA,Carnegie Mellon University,2001 Spring Western USA Tour,2001
-79.995898,40.4406,1998-05-02 00:00:00+00,Pittsburgh,USA,Carnegie Mellon University,1998 Spring USA Tour,1998
-79.995898,40.4406,1989-06-16 00:00:00+00,Pittsburgh,USA,Sonic Temple,1989 Spring USA Tour,1989
-79.995898,40.4406,1993-08-20 00:00:00+00,Pittsburgh,USA,Metropol,1993 Fall USA/Canda Tour,1993
-79.995898,40.4406,1990-06-29 00:00:00+00,Pittsburgh,USA,Upstage Lounge,1990 Spring/Summer USA Tour,1990
-77.859997,40.793396,1993-09-26 00:00:00+00,State College,USA,Penn State Hub,1993 Fall USA/Canda Tour,1993
-71.412798,41.824,1990-04-21 00:00:00+00,Providence,USA,Rhode Island School of Design,1990 Spring NE USA Tour,1990
-71.412798,41.824,1997-05-06 00:00:00+00,Providence,USA,Lupo's Heartbreak Hotel,1997 East Coast USA Tour,1997
-71.412798,41.824,1991-03-18 00:00:00+00,Providence,USA,Church House Inn,1991 Winter/Spring East Coast USA Tour,1991
-71.412798,41.824,1989-10-05 00:00:00+00,Providence,USA,Living Room,1989 Canada/NE Tour,1989
-71.412798,41.824,1995-04-12 00:00:00+00,Providence,USA,Lupo's Heartbreak Hotel,1995 USA East Coast Tour,1995
-71.412798,41.824,1995-04-11 00:00:00+00,Providence,USA,Lupo's Heartbreak Hotel,1995 USA East Coast Tour,1995
-71.412798,41.824,1999-12-02 00:00:00+00,Providence,USA,Lupo's Heartbreak Hotel,1999 Fall/Winter Southern USA Tour,1999
-71.412798,41.824,1993-09-19 00:00:00+00,Providence,USA,Lupo's Heartbreak Hotel,1993 Fall USA/Canda Tour,1993
-71.412798,41.824,1988-04-17 00:00:00+00,Providence,USA,Rocket,1988 Spring USA Tour,1988
-81.034798,34.000698,1993-02-07 00:00:00+00,Columbia,USA,National Guard Armory,1993 Winter Southern USA Tour,1993
-81.034798,34.000698,1991-05-10 00:00:00+00,Columbia,USA,Rockefella's,1991 Spring USA Tour,1991
-81.034798,34.000698,1996-03-24 00:00:00+00,Columbia,USA,Clyde's,1996 Southern USA Tour,1996
-81.034798,34.000698,1989-05-02 00:00:00+00,Columbia,USA,Dance Graphics,1989 Spring USA Tour,1989
-79.762598,34.195397,1990-03-13 00:00:00+00,Florence,USA,Forefounders Hall,1990 Spring Southern USA Tour,1990
-103.231,44.0805,1995-10-20 00:00:00+00,Rapid City,USA,Surbeck City School of Mines and Technology,1995 Fall USA/Canada Tour,1995
-96.700297,43.549997,1995-10-19 00:00:00+00,Sioux Falls,USA,Pomp Room,1995 Fall USA/Canada Tour,1995
-83.920699,35.960601,1993-04-05 00:00:00+00,Knoxville,USA,Electric Ballroom,1993 Spring USA Tour,1993
-83.920699,35.960601,1991-05-05 00:00:00+00,Knoxville,USA,Flamingo,1991 Spring USA Tour,1991
-83.920699,35.960601,1996-04-12 00:00:00+00,Knoxville,USA,Electric Ballroom,1996 Southern USA Tour,1996
-95.3633,29.763299,1998-11-21 00:00:00+00,Houston,USA,Fitzgerald's,1998 Fall Mid-West USA Tour,1998
-83.920699,35.960601,1990-03-24 00:00:00+00,Knoxville,USA,Backstage at the Library,1990 Spring Southern USA Tour,1990
-83.920699,35.960601,1999-12-19 00:00:00+00,Knoxville,USA,Electric Ballroom,1999 Fall/Winter Southern USA Tour,1999
-90.048998,35.149501,1990-05-02 00:00:00+00,Memphis,USA,Antennae Club,1990 Spring/Summer USA Tour,1990
-90.048998,35.149501,1998-11-25 00:00:00+00,Memphis,USA,New Daisy Theater,1998 Fall Mid-West USA Tour,1998
-90.048998,35.149501,1991-05-22 00:00:00+00,Memphis,USA,Antennae Club,1991 Spring USA Tour,1991
-90.048998,35.149501,1993-04-07 00:00:00+00,Memphis,USA,Omni New Daisy,1993 Spring USA Tour,1993
-86.784399,36.165899,1991-05-07 00:00:00+00,Nashville,USA,Cannery,1991 Spring USA Tour,1991
-86.784399,36.165899,1999-12-20 00:00:00+00,Nashville,USA,328 Performance,1999 Fall/Winter Southern USA Tour,1999
-86.784399,36.165899,1990-03-23 00:00:00+00,Nashville,USA,Elliston Square,1990 Spring Southern USA Tour,1990
-86.784399,36.165899,1996-04-11 00:00:00+00,Nashville,USA,328 Performance,1996 Southern USA Tour,1996
-86.784399,36.165899,1993-04-06 00:00:00+00,Nashville,USA,328 Performance,1993 Spring USA Tour,1993
-97.743099,30.267196,1991-05-25 00:00:00+00,Austin,USA,Liberty Lunch,1991 Spring USA Tour,1991
-97.743099,30.267196,1993-04-12 00:00:00+00,Austin,USA,Liberty Lunch,1993 Spring USA Tour,1993
-97.743099,30.267196,2002-03-31 00:00:00+00,Austin,USA,Emo's,2002 Spring Southern USA/Texas Tour,2002
-97.743099,30.267196,1988-05-28 00:00:00+00,Austin,USA,Liberty Lunch,1988 Spring USA Tour,1988
-97.743099,30.267196,2002-03-30 00:00:00+00,Austin,USA,Emo's,2002 Spring Southern USA/Texas Tour,2002
-97.743099,30.267196,1989-05-13 00:00:00+00,Austin,USA,Liberty Lunch,1989 Spring USA Tour,1989
-97.743099,30.267196,1993-04-13 00:00:00+00,Austin,USA,Liberty Lunch,1993 Spring USA Tour,1993
-97.743099,30.267196,1998-11-22 00:00:00+00,Austin,USA,Liberty Lunch,1998 Fall Mid-West USA Tour,1998
-97.743099,30.267196,1990-05-05 00:00:00+00,Austin,USA,Liberty Lunch,1990 Spring/Summer USA Tour,1990
-97.743099,30.267196,1995-11-16 00:00:00+00,Austin,USA,Liberty Lunch,1995 Fall USA/Canada Tour,1995
-97.743099,30.267196,1995-11-17 00:00:00+00,Austin,USA,Liberty Lunch,1995 Fall USA/Canada Tour,1995
-96.369997,30.6744,1993-04-11 00:00:00+00,Bryan,USA,Stafford Opera House,1993 Spring USA Tour,1993
-96.334398,30.627996,1988-05-26 00:00:00+00,College Station,USA,,1988 Spring USA Tour,1988
-96.806696,32.783097,1993-04-16 00:00:00+00,Dallas,USA,Bomb Factory,1993 Spring USA Tour,1993
-96.806696,32.783097,1995-11-19 00:00:00+00,Dallas,USA,Bomb Factory,1995 Fall USA/Canada Tour,1995
-96.806696,32.783097,1990-05-04 00:00:00+00,Dallas,USA,2301 Canton Warehouse,1990 Spring/Summer USA Tour,1990
-96.806696,32.783097,1998-11-23 00:00:00+00,Dallas,USA,Galaxy,1998 Fall Mid-West USA Tour,1998
-96.806696,32.783097,1988-05-29 00:00:00+00,Dallas,USA,Honest Place,1988 Spring USA Tour,1988
-96.806696,32.783097,1991-05-24 00:00:00+00,Dallas,USA,Deep Ellum Live,1991 Spring USA Tour,1991
-106.4869,31.758695,1993-04-19 00:00:00+00,El Paso,USA,Club 101,1993 Spring USA Tour,1993
-106.4869,31.758695,1995-11-14 00:00:00+00,El Paso,USA,Metropolis,1995 Fall USA/Canada Tour,1995
-106.4869,31.758695,2001-04-09 00:00:00+00,El Paso,USA,E9,2001 Spring Western USA Tour,2001
-97.320897,32.725396,2002-04-01 00:00:00+00,Fort Worth,USA,Ridglea Theater,2002 Spring Southern USA/Texas Tour,2002
-97.320897,32.725396,1989-05-11 00:00:00+00,Fort Worth,USA,Axis,1989 Spring USA Tour,1989
-95.3633,29.763299,1990-05-06 00:00:00+00,Houston,USA,Axiom,1990 Spring/Summer USA Tour,1990
-95.3633,29.763299,1988-05-27 00:00:00+00,Houston,USA,Powertools,1988 Spring USA Tour,1988
-95.3633,29.763299,2002-03-28 00:00:00+00,Houston,USA,International Ballroom,2002 Spring Southern USA/Texas Tour,2002
-95.3633,29.763299,1991-05-26 00:00:00+00,Houston,USA,Homage,1991 Spring USA Tour,1991
-95.3633,29.763299,1996-04-08 00:00:00+00,Houston,USA,D&I Colonial Hall,1996 Southern USA Tour,1996
-95.3633,29.763299,1989-05-12 00:00:00+00,Houston,USA,Axiom,1989 Spring USA Tour,1989
-95.3633,29.763299,1993-04-10 00:00:00+00,Houston,USA,Phoenix Ballroom,1993 Spring USA Tour,1993
-101.8552,33.577899,1993-04-18 00:00:00+00,Lubbock,USA,19th st. Depot Warehouse,1993 Spring USA Tour,1993
-98.493599,29.4241,1990-05-07 00:00:00+00,San Antonio,USA,Cameo Theater,1990 Spring/Summer USA Tour,1990
-98.493599,29.4241,1993-04-14 00:00:00+00,San Antonio,USA,Showcase Special Events,1993 Spring USA Tour,1993
-98.493599,29.4241,2002-03-29 00:00:00+00,San Antonio,USA,Sunset Saloon,2002 Spring Southern USA/Texas Tour,2002
-98.493599,29.4241,1995-11-18 00:00:00+00,San Antonio,USA,Showcase Special Events,1995 Fall USA/Canada Tour,1995
-111.891098,40.760799,2001-04-14 00:00:00+00,Salt Lake City,USA,Bricks,2001 Spring Western USA Tour,2001
-111.891098,40.760799,1990-06-06 00:00:00+00,Salt Lake City,USA,Speedway,1990 Spring/Summer USA Tour,1990
-111.891098,40.760799,1995-10-24 00:00:00+00,Salt Lake City,USA,Fairgrounds Coliseum,1995 Fall USA/Canada Tour,1995
-111.891098,40.760799,1993-05-16 00:00:00+00,Salt Lake City,USA,Utah State Fairpark Coliseum,1993 Spring USA Tour,1993
-111.891098,40.760799,1989-06-01 00:00:00+00,Salt Lake City,USA,Speedway,1989 Spring USA Tour,1989
-78.476697,38.029298,1993-04-04 00:00:00+00,Charlottesville,USA,Trax,1993 Spring USA Tour,1993
-78.476697,38.029298,1999-12-07 00:00:00+00,Charlottesville,USA,Trax,1999 Fall/Winter Southern USA Tour,1999
-77.306397,38.846197,1998-12-04 00:00:00+00,Fairfax,USA,George Mason University Johnson Center,1998 Fall/Winter Regional Dates,1998
-78.868898,38.449596,1990-03-11 00:00:00+00,Harrisonburg,USA,James Madison University,1990 Spring Southern USA Tour,1990
-78.868898,38.449596,2002-04-06 00:00:00+00,Harrisonburg,USA,James Madison U. Godwin Gym/MacRock,2002 Spring Southern USA/Texas Tour,2002
-77.227799,38.704296,1990-12-26 00:00:00+00,Lorton,USA,Lorton Correctional Facility,1990 Fall/Winter Regional Dates,1990
-77.226899,38.874295,1988-02-20 00:00:00+00,Merrifield,USA,Merrifield Community Center,1988 Winter/Spring Regional Dates,1988
-76.285199,36.846799,1996-03-19 00:00:00+00,Norfolk,USA,Baitshack,1996 Southern USA Tour,1996
-77.460299,37.553794,1988-04-28 00:00:00+00,Richmond,USA,New Horizons,1988 Spring USA Tour,1988
-77.460299,37.553794,1987-10-07 00:00:00+00,Richmond,USA,New Horizons,1987 Fall/Winter Regional Dates,1987
-77.460299,37.553794,1990-02-25 00:00:00+00,Richmond,USA,Metro,1990 Winter/Spring Regional Dates,1990
-77.460299,37.553794,1996-04-14 00:00:00+00,Richmond,USA,Virginia Commonwealth University Shafer Court,1996 Southern USA Tour,1996
-77.460299,37.553794,1989-04-30 00:00:00+00,Richmond,USA,New Horizons,1989 Spring USA Tour,1989
-77.460299,37.553794,1991-02-20 00:00:00+00,Richmond,USA,Twisters,1991 Winter/Spring Regional Dates,1991
-77.460299,37.553794,1993-02-21 00:00:00+00,Richmond,USA,Floodzone,1993 Winter Southern USA Tour,1993
-77.460299,37.553794,1998-05-11 00:00:00+00,Richmond,USA,Floodzone,1998 Spring USA Tour,1998
-77.460299,37.553794,2002-03-22 00:00:00+00,Richmond,USA,University of Richmond Greek Amphitheater,2002 Spring Southern USA/Texas Tour,2002
-79.941398,37.270996,1996-04-13 00:00:00+00,Roanoke,USA,Alternative,1996 Southern USA Tour,1996
-75.978001,36.852898,1991-05-01 00:00:00+00,Virginia Beach,USA,Peppermint Beach Club,1991 Spring USA Tour,1991
-75.978001,36.852898,1990-03-10 00:00:00+00,Virginia Beach,USA,Atlantic Beach Club,1990 Spring Southern USA Tour,1990
-75.978001,36.852898,1988-07-16 00:00:00+00,Virginia Beach,USA,Beach Theater,1988 Summer/Fall Regional Dates,1988
-75.978001,36.852898,1993-02-04 00:00:00+00,Virginia Beach,USA,Peppermint Beach Club,1993 Winter Southern USA Tour,1993
-73.196796,42.8781,1993-09-16 00:00:00+00,Bennington,USA,Bennington College,1993 Fall USA/Canda Tour,1993
-73.196796,42.8781,1992-04-10 00:00:00+00,Bennington,USA,Bennington College,1992 Spring East Coast Tour,1992
-73.170997,44.466995,1989-10-04 00:00:00+00,Burlington,USA,242 Main,1989 Canada/NE Tour,1989
-73.170997,44.466995,1993-09-13 00:00:00+00,Burlington,USA,Cook Commons,1993 Fall USA/Canda Tour,1993
-73.170997,44.466995,1995-04-09 00:00:00+00,Burlington,USA,Memorial Hall,1995 USA East Coast Tour,1995
-73.170997,44.466995,1991-03-14 00:00:00+00,Burlington,USA,The Border,1991 Winter/Spring East Coast USA Tour,1991
-122.200698,47.610397,1993-05-09 00:00:00+00,Bellevue,USA,YMCA,1993 Spring USA Tour,1993
-122.488197,48.759599,1990-05-30 00:00:00+00,Bellingham,USA,Underground / 1414 Cornwell,1990 Spring/Summer USA Tour,1990
-119.137199,46.211298,1993-05-14 00:00:00+00,Kennewick,USA,Fairgrounds,1993 Spring USA Tour,1993
-122.900698,47.037895,1988-05-16 00:00:00+00,Olympia,USA,Evergreen University,1988 Spring USA Tour,1988
-122.900698,47.037895,1989-05-26 00:00:00+00,Olympia,USA,Rignall Hall,1989 Spring USA Tour,1989
-122.900698,47.037895,1990-06-02 00:00:00+00,Olympia,USA,Chambers Grange Hall,1990 Spring/Summer USA Tour,1990
-122.900698,47.037895,1995-10-29 00:00:00+00,Olympia,USA,Capitol Theater,1995 Fall USA/Canada Tour,1995
-122.900698,47.037895,1991-08-25 00:00:00+00,Olympia,USA,Capitol Theater,1991 Summer/Fall USA/Canada Tour,1991
-122.900698,47.037895,1993-05-08 00:00:00+00,Olympia,USA,Capitol Theater,1993 Spring USA Tour,1993
-122.900698,47.037895,1999-02-27 00:00:00+00,Olympia,USA,Capitol Theater,1999 West Coast USA Tour,1999
-122.3321,47.606198,1991-08-26 00:00:00+00,Seattle,USA,OZ,1991 Summer/Fall USA/Canada Tour,1991
-122.3321,47.606198,1989-05-27 00:00:00+00,Seattle,USA,Washington Performance Hall,1989 Spring USA Tour,1989
-122.3321,47.606198,1999-02-28 00:00:00+00,Seattle,USA,DV8,1999 West Coast USA Tour,1999
-122.3321,47.606198,1995-10-27 00:00:00+00,Seattle,USA,DV8,1995 Fall USA/Canada Tour,1995
-122.3321,47.606198,1993-05-06 00:00:00+00,Seattle,USA,Oz,1993 Spring USA Tour,1993
-122.3321,47.606198,1990-06-01 00:00:00+00,Seattle,USA,Lake City Concert Hall,1990 Spring/Summer USA Tour,1990
-117.4291,47.659696,1988-05-13 00:00:00+00,Spokane,USA,123 Arts,1988 Spring USA Tour,1988
-122.444298,47.252895,1988-05-15 00:00:00+00,Tacoma,USA,Tacoma Community World Theater,1988 Spring USA Tour,1988
-120.5059,46.602096,1995-10-26 00:00:00+00,Yakima,USA,Twilight Terrace,1995 Fall USA/Canada Tour,1995
-91.498497,44.811398,1998-11-14 00:00:00+00,Eau Claire,USA,"University of Wisconsin, Fire Room",1998 Fall Mid-West USA Tour,1998
-88.019799,44.519198,1993-05-26 00:00:00+00,Green Bay,USA,Orpheum Theater,1993 Spring USA Tour,1993
-88.019799,44.519198,1989-06-12 00:00:00+00,Green Bay,USA,Kutska Hall,1989 Spring USA Tour,1989
-88.019799,44.519198,2001-06-26 00:00:00+00,Green Bay,USA,Riverside Ballroom,2001 Summer Mid-West/Canada Tour,2001
-88.019799,44.519198,1995-10-12 00:00:00+00,Green Bay,USA,Riverside Ballroom,1995 Fall USA/Canada Tour,1995
-88.019799,44.519198,1991-08-11 00:00:00+00,Green Bay,USA,Wherehouse,1991 Summer/Fall USA/Canada Tour,1991
-88.019799,44.519198,1990-06-18 00:00:00+00,Green Bay,USA,Howard Haus,1990 Spring/Summer USA Tour,1990
-89.401201,43.0731,1991-08-09 00:00:00+00,Madison,USA,Turner Hall,1991 Summer/Fall USA/Canada Tour,1991
-89.401201,43.0731,1990-06-19 00:00:00+00,Madison,USA,Neighborhood House,1990 Spring/Summer USA Tour,1990
-87.906497,43.038898,1991-08-10 00:00:00+00,Milwaukee,USA,Central Park,1991 Summer/Fall USA/Canada Tour,1991
-87.906497,43.038898,1995-10-13 00:00:00+00,Milwaukee,USA,Rave,1995 Fall USA/Canada Tour,1995
-87.906497,43.038898,1993-09-02 00:00:00+00,Milwaukee,USA,Eagle's Ballroom,1993 Fall USA/Canda Tour,1993
-87.906497,43.038898,1989-06-09 00:00:00+00,Milwaukee,USA,Crystal Palace,1989 Spring USA Tour,1989
-87.906497,43.038898,1998-11-13 00:00:00+00,Milwaukee,USA,Rave,1998 Fall Mid-West USA Tour,1998
-88.231497,43.011697,1990-06-15 00:00:00+00,Waukesha,USA,Waukesha Expo Center,1990 Spring/Summer USA Tour,1990
-81.632596,38.349797,1998-11-28 00:00:00+00,Charleston,USA,Common Grounds,1998 Fall Mid-West USA Tour,1998
-82.445199,38.419298,2002-04-05 00:00:00+00,Huntington,USA,Stone Monkey,2002 Spring Southern USA/Texas Tour,2002
-79.955899,39.6295,1989-04-28 00:00:00+00,Morgantown,USA,Dry House,1989 Spring USA Tour,1989
-79.955899,39.6295,1998-11-29 00:00:00+00,Morgantown,USA,123 Pleasant St.,1998 Fall Mid-West USA Tour,1998
-79.955899,39.6295,1990-06-30 00:00:00+00,Morgantown,USA,Machine Shop,1990 Spring/Summer USA Tour,1990
-79.955899,39.6295,1988-05-06 00:00:00+00,Morgantown,USA,Dry House,1988 Spring USA Tour,1988
-105.591099,41.3114,2001-04-16 00:00:00+00,Laramie,USA,Cowboy Bar,2001 Spring Western USA Tour,2001
-105.591099,41.3114,1993-05-19 00:00:00+00,Laramie,USA,University of Wyoming Ballroom,1993 Spring USA Tour,1993
-2.998398,51.587699,1988-11-28 00:00:00+00,Newport,Wales,TJ's,1988 Fall European Tour,1988
14.505099,46.0511,1990-10-21 00:00:00+00,Ljubljana,Yugoslavia,University Student Center,1990 Fall European Tour,1990
14.505099,46.0511,1988-11-12 00:00:00+00,Ljubljana,Yugoslavia,Menza N,1988 Fall European Tour,1988
15.977996,45.814397,1990-10-22 00:00:00+00,Zagreb,Yugoslavia,Galleria,1990 Fall European Tour,1990
